County,City,ZIP Code
Kanabec,Ogilvie,56358
Jackson,Okabena,56161
Red Lake,Oklee,56742
Renville,Olivia,56277
Mille Lacs,Onamia,56359
Kittson,Orleans,56735
Watonwan,Ormsby,56162
Hennepin,Orono,55323
Hennepin,Orono,55331
Hennepin,Orono,55356
Hennepin,Orono,55359
Hennepin,Orono,55364
Hennepin,Orono,55391
Olmsted,Oronoco,55960
St. Louis,Orr,55771
St. Louis,Orr,55772
Big Stone,Ortonville,56278
Becker,Osage,56570
Douglas,Osakis,56360
Marshall,Oslo,56744
Hennepin,Osseo,55311
Hennepin,Osseo,55369
Hennepin,Osseo,55569
Fillmore,Ostrander,55961
Waseca,Otisco,56093
Sherburne,Otsego,55301
Sherburne,Otsego,55327
Sherburne,Otsego,55330
Sherburne,Otsego,55362
Sherburne,Otsego,55374
Otter Tail,Ottertail,56571
Cass,Outing,56662
Steele,Owatonna,55060
Aitkin,Palisade,56469
Hubbard,Park Rapids,56470
Otter Tail,Parkers Prairie,56361
St. Louis,Parkville,55768
Stearns,Paynesville,56362
Mille Lacs,Pease,56363
Otter Tail,Pelican Rapids,56572
Blue Earth,Pemberton,56078
Lake Of Woods,Penasse,56711
Roseau,Pencer,56751
Itasca,Pengilly,55775
Beltrami,Pennington,56663
Kandiyohi,Pennock,56279
Crow Wing,Pequot Lakes,56472
Otter Tail,Perham,56573
Norman,Perley,56574
Fillmore,Peterson,55962
Morrison,Pierz,56364
Cass,Pillager,56473
Pine,Pine City,55063
Goodhue,Pine Island,55963
Cass,Pine River,56456
Cass,Pine River,56474
Washington,Pine Springs,55115
Washington,Pine Springs,55128
Roseau,Pinecreek,56751
Beltrami,Pinewood,56676
Pipestone,Pipestone,56164
Lake Of Woods,Pitt,56623
Wabasha,Plainview,55964
Mcleod,Plato,55370
Red Lake,Plummer,56748
Hennepin,Plymouth,55441
Hennepin,Plymouth,55442
Hennepin,Plymouth,55446
Hennepin,Plymouth,55447
Beltrami,Ponemah,56666
Becker,Ponsford,56575
Yellow Medicine,Porter,56280
Steele,Pratt,55060
Fillmore,Preston,55965
Mille Lacs,Princeton,55371
Kandiyohi,Prinsburg,56281
Scott,Prior Lake,55372
St. Louis,Proctor,55810
Beltrami,Puposky,56667
Kanabec,Quamba,55007
Kanabec,Quamba,55051
Mower,Racine,55967
Marshall,Radium,56762
Anoka,Ramsey,55303
Morrison,Randall,56475
Dakota,Randolph,55065
Koochiching,Ranier,56668
Blue Earth,Rapidan,56079
Koochiching,Ray,56669
Kandiyohi,Raymond,56282
Nobles,Reading,56165
Wabasha,Reads Landing,55968
Red Lake,Red Lake Falls,56750
Goodhue,Red Wing,55066
Beltrami,Redby,56670
Beltrami,Redlake,56671
Redwood,Redwood Falls,56283
Kandiyohi,Regal,56362
Cass,Remer,56672
Renville,Renville,56284
Redwood,Revere,56166
Benton,Rice,56367
Hennepin,Richfield,55423
Stearns,Richmond,56368
Otter Tail,Richville,56576
Becker,Richwood,56577
Crow Wing,Riverton,56455
Hennepin,Robbinsdale,55422
Becker,Rochert,56578
Olmsted,Rochester,55901
Olmsted,Rochester,55902
Olmsted,Rochester,55903
Olmsted,Rochester,55904
Olmsted,Rochester,55905
Olmsted,Rochester,55906
Pine,Rock Creek,55067
Wright,Rockford,55373
Wright,Rockford,55572
Wright,Rockford,55577
Stearns,Rockville,56369
Hennepin,Rogers,55374
Winona,Rollingstone,55969
Benton,Ronneby,56329
Roseau,Roosevelt,56673
Roseau,Roosevelt,56682
Stearns,Roscoe,56371
Mower,Rose Creek,55970
Roseau,Roseau,56751
Dakota,Rosemount,55068
Ramsey,Roseville,55112
Ramsey,Roseville,55113
Ramsey,Roseville,55126
Pennington,Rosewood,56701
Roseau,Ross,56751
Wilkin,Rothsay,56579
Nobles,Round Lake,56167
Morrison,Royalton,56373
Chisago,Rush City,55067
Chisago,Rush City,55069
Fillmore,Rushford,55971
Fillmore,Rushford Village,55962
Fillmore,Rushford Village,55971
Nobles,Rushmore,56168
Lyon,Russell,56169
Pipestone,Ruthton,56170
Pine,Rutledge,55795
Clay,Sabin,56580
Renville,Sacred Heart,56285
St. Louis,Saginaw,55779
Roseau,Salol,56756
Redwood,Sanborn,56083
Pine,Sandstone,55072
Sherburne,Santiago,55377
Mower,Sargeant,55973
Stearns,Sartell,56377
Stearns,Sauk Centre,56378
Stearns,Sauk Centre,56389
Benton,Sauk Rapids,56379
Beltrami,Saum,56650
Scott,Savage,55378
Carlton,Sawyer,55780
Carlton,Scanlon,55720
Washington,Scandia,55073
Cass,Schley,56633
Cook,Schroeder,55613
Redwood,Seaforth,56287
Brown,Searles,56073
Brown,Searles,56084
Wadena,Sebeka,56477
Pope,Sedan,56334
Chisago,Shafer,55074
Scott,Shakopee,55372
Scott,Shakopee,55379
Norman,Shelly,56581
Martin,Sherburn,56171
Clearwater,Shevlin,56676
Beltrami,Shooks,56661
Ramsey,Shoreview,55126
Hennepin,Shorewood,55331
Hennepin,Shorewood,55364
St. Louis,Side Lake,55781
Lake,Silver Bay,55614
Wright,Silver Creek,55380
Mcleod,Silver Lake,55381
Roseau,Skime,56761
Blue Earth,Skyline,56001
Murray,Slayton,56172
Brown,Sleepy Eye,56085
Anoka,Soderville,55304
Beltrami,Solway,56678
St. Louis,Soudan,55782
Wright,South Haven,55382
Koochiching,South International Falls,56679
Dakota,South St Paul,55075
Dakota,South St Paul,55076
Dakota,South St Paul,55077
Kandiyohi,Spicer,56288
Houston,Spring Grove,55974
Itasca,Spring Hill,56532
Anoka,Spring Lake Park,55432
Hennepin,Spring Park,55384
Fillmore,Spring Valley,55975
Brown,Springfield,56087
Chisago,Squaw Lake,56681
Hennepin,St. Anthony,55421
Hennepin,St. Anthony,55418
Stearns,St. Augusta,55320
Stearns,St. Augusta,55353
Stearns,St. Augusta,55382
Stearns,St. Augusta,56301
Hennepin,St. Bonifacius,55375
Winona,St. Charles,55972
Blue Earth,St. Clair,56080
Stearns,St. Cloud,56372
Anoka,St. Francis,55070
Pennington,St. Hilaire,56754
Watonwan,St. James,56081
Stearns,St. Joseph,56374
Yellow Medicine,St. Leo,56264
Hennepin,St. Louis Park,55416
Hennepin,St. Louis Park,55424
Hennepin,St. Louis Park,55426
Hennepin,St. Louis Park,55436
Stearns,St. Martin,56376
Washington,St. Mary's Point,55043
Wright,St. Michael,55376
Ramsey,St. Paul,55101
Ramsey,St. Paul,55102
Ramsey,St. Paul,55103
Ramsey,St. Paul,55104
Ramsey,St. Paul,55105
Ramsey,St. Paul,55106
Ramsey,St. Paul,55107
Ramsey,St. Paul,55108
Ramsey,St. Paul,55109
Ramsey,St. Paul,55110
Ramsey,St. Paul,55111
Ramsey,St. Paul,55112
Ramsey,St. Paul,55113
Ramsey,St. Paul,55114
Ramsey,St. Paul,55115
Ramsey,St. Paul,55116
Ramsey,St. Paul,55117
Ramsey,St. Paul,55118
Ramsey,St. Paul,55119
Ramsey,St. Paul,55120
Ramsey,St. Paul,55121
Ramsey,St. Paul,55122
Ramsey,St. Paul,55123
Ramsey,St. Paul,55124
Ramsey,St. Paul,55125
Ramsey,St. Paul,55126
Ramsey,St. Paul,55127
Ramsey,St. Paul,55128
Ramsey,St. Paul,55129
Ramsey,St. Paul,55130
Ramsey,St. Paul,55131
Ramsey,St. Paul,55132
Ramsey,St. Paul,55133
Ramsey,St. Paul,55134
Ramsey,St. Paul,55135
Ramsey,St. Paul,55136
Ramsey,St. Paul,55137
Ramsey,St. Paul,55138
Ramsey,St. Paul,55139
Ramsey,St. Paul,55140
Ramsey,St. Paul,55141
Ramsey,St. Paul,55142
Ramsey,St. Paul,55143
Ramsey,St. Paul,55144
Ramsey,St. Paul,55145
Ramsey,St. Paul,55146
Ramsey,St. Paul,55147
Ramsey,St. Paul,55148
Ramsey,St. Paul,55149
Ramsey,St. Paul,55150
Ramsey,St. Paul,55151
Ramsey,St. Paul,55152
Ramsey,St. Paul,55153
Ramsey,St. Paul,55154
Ramsey,St. Paul,55155
Ramsey,St. Paul,55156
Ramsey,St. Paul,55157
Ramsey,St. Paul,55158
Ramsey,St. Paul,55159
Ramsey,St. Paul,55160
Ramsey,St. Paul,55161
Ramsey,St. Paul,55162
Ramsey,St. Paul,55163
Ramsey,St. Paul,55164
Ramsey,St. Paul,55165
Ramsey,St. Paul,55166
Ramsey,St. Paul,55167
Ramsey,St. Paul,55168
Ramsey,St. Paul,55169
Ramsey,St. Paul,55170
Ramsey,St. Paul,55171
Ramsey,St. Paul,55172
Ramsey,St. Paul,55173
Ramsey,St. Paul,55174
Ramsey,St. Paul,55175
Ramsey,St. Paul,55176
Ramsey,St. Paul,55177
Ramsey,St. Paul,55178
Ramsey,St. Paul,55179
Ramsey,St. Paul,55180
Ramsey,St. Paul,55181
Ramsey,St. Paul,55182
Ramsey,St. Paul,55183
Ramsey,St. Paul,55184
Ramsey,St. Paul,55185
Ramsey,St. Paul,55186
Ramsey,St. Paul,55187
Ramsey,St. Paul,55188
Ramsey,St. Paul,55189
Ramsey,St. Paul,55190
Ramsey,St. Paul,55191
Washington,St. Paul Park,55071
Nicollet,St. Peter,56082
Stearns,St. Stephen,56375
Kittson,St. Vincent,56755
Chisago,Stacy,55078
Chisago,Stacy,55079
Isanti,Stanchfield,55080
Goodhue,Stanton,55018
Todd,Staples,56479
Pope,Starbuck,56381
Rock,Steen,56173
Marshall,Stephen,56757
Mcleod,Stewart,55385
Olmsted,Stewartville,55976
Washington,Stillwater,55082
Washington,Stillwater,55083
Winona,Stockton,55988
Cottonwood,Storden,56174
Marshall,Strandquist,56758
Roseau,Strathcona,56759
Pine,Sturgeon Lake,55783
Kandiyohi,Sunburg,56289
Dakota,Sunfish Lake,55077
Chisago,Sunrise,55056
Kandiyohi,Svea,56216
Itasca,Swan River,55784
Morrison,Swanville,56382
Aitkin,Swatara,55785
Roseau,Swift,56763
Roseau,Swift,56682
Itasca,Taconite,55786
Itasca,Talmoon,56637
Aitkin,Tamarack,55787
Mower,Taopi,55977
Lyon,Taunton,56291
Chisago,Taylors Falls,55084
Wilkin,Tenney,56583
Beltrami,Tenstrike,56683
Pope,Terrace,56334
Wabasha,Theilman,55945
Pennington,Thief River Falls,56701
Carlton,Thomson,55178
Traverse,Tintah,56583
Cook,Tofte,55615
Itasca,Togo,55723
St. Louis,Toivola,55765
Hennepin,Tonka Bay,55331
St. Louis,Tower,55790
Lyon,Tracy,56175
Polk,Trail,56684
Martin,Trimont,56176
Crow Wing,Trommald,56441
Pipestone,Trosky,56177
Martin,Truman,56088
Beltrami,Turtle River,56601
St. Louis,Twig,55791
Freeborn,Twin Lakes,56089
Norman,Twin Valley,56584
Lake,Two Harbors,55616
Lincoln,Tyler,56178
Clay,Ulen,56585
Otter Tail,Underwood,56586
Morrison,Upsala,56384
Winona,Utica,55979
Ramsey,Vadnais Heights,55110
Ramsey,Vadnais Heights,55127
Goodhue,Vasa,55089
Lincoln,Verdi,56164
Otter Tail,Vergas,56587
Dakota,Vermillion,55085
Wadena,Verndale,56481
Blue Earth,Vernon Center,56090
Rice,Veseli,55046
Redwood,Vesta,56292
Redwood,Vesta,56292
Carver,Victoria,55386
Marshall,Viking,56760
Pope,Villard,56385
Otter Tail,Vining,56588
Olmsted,Viola,55934
St. Louis,Virginia,55777
St. Louis,Virginia,55792
Wabasha,Wabasha,55981
Redwood,Wabasso,56293
Carver,Waconia,55387
Wadena,Wadena,56482
Mille Lacs,Wahkon,56386
Stearns,Waite Park,56387
Stearns,Waite Park,56388
Waseca,Waldorf,56091
Cass,Walker,56484
Redwood,Walnut Grove,56180
Faribault,Walters,56097
Mower,Waltham,55982
Goodhue,Wanamingo,55983
Redwood,Wanda,56294
Roseau,Wannaska,56761
Itasca,Warba,55793
Marshall,Warren,56762
Roseau,Warroad,56741
Roseau,Warroad,56763
Rice,Warsaw,55087
Waseca,Waseca,56093
Beltrami,Waskish,56685
Rice,Waterford,55057
Carver,Watertown,55388
Lesueur,Waterville,56096
Meeker,Watkins,55389
Chippewa,Watson,56295
Mahnomen,Waubun,56589
Wright,Waverly,55390
Itasca,Wawina,55736
Hennepin,Wayzata,55391
Wabasha,Weaver,55910
Rice,Webster,55088
Goodhue,Welch,55089
Martin,Welcome,56181
Faribault,Wells,56097
Grant,Wendell,56590
Dodge,West Concord,55985
Dakota,West St Paul,55107
Todd,West Union,56378
Todd,West Union,56389
Cottonwood,Westbrook,56183
Pope,Westport,56385
Fillmore,Whalan,55949
Traverse,Wheaton,56296
Cass,Whipholt,56484
Ramsey,White Bear Lake,55110
Ramsey,White Bear Lake,55115
Becker,White Earth,56591
Jackson,Wilder,56101
Washington,Willernie,55090
Lake Of Woods,Williams,56686
Kandiyohi,Willmar,56201
Pine,Willow River,55795
Nobles,Wilmont,56185
Beltrami,Wilton,56601
Beltrami,Wilton,56687
Cottonwood,Windom,56101
Cottonwood,Windom,56118
Polk,Winger,56592
Faribault,Winnebago,56098
Winona,Winona,55987
Winona,Winona,55988
Mcleod,Winsted,55395
Sibley,Winthrop,55396
St. Louis,Winton,55796
Itasca,Wirt,56688
Becker,Wolf Lake,56593
Wilkin,Wolverton,56594
Yellow Medicine,Wood Lake,56297
Washington,Woodbury,55125
Washington,Woodbury,55129
St. Louis,Woodland,55391
Pipestone,Woodstock,56186
Nobles,Worthington,56187
Carlton,Wrenshall,55749
Carlton,Wrenshall,55797
Carlton,Wright,55798
Fillmore,Wykoff,55990
Chisago,Wyoming,55092
St. Louis,Zim,55738
Sherburne,Zimmerman,55398
Wabasha,Zumbro Falls,55991
Goodhue,Zumbrota,55992
